title,snippet,label
761. Rishi Sunak offers fast-growing UK companies £1.25bn in loans,"Fast-growing UK companies will be offered £1.25bn in taxpayer-backed loans, as the government attempts to protect emerging sectors of the British econ …",Business
763. Priti Patel bullying row: ex-Home Office chief launches tribunal claim,Priti Patel is facing legal action under whistleblowing laws after her former permanent secretary Sir Philip Rutnam lodged an employment tribunal clai …,Politics
771. The Willoughbys review – imaginative animated Netflix adventure,Summary: A year after Sony’s wonderfully inventive Into the Spider-Verse became the first non-Pixar/Disney/Dreamworks film to win the best animated feature Osc …,Film
772. Josh Brolin sorry over lockdown visit to father James and Barbra Streisand,"Actor Josh Brolin has apologised after visiting his father, James, and stepmother, Barbra Streisand, during lockdown in California. In a now deleted s …",Film
773. Beastie Boys Story review – Spike Jonze and the boys are back in town,"The release of this documentary coincides with #MeAt20, a heart-twisting craze on social media for posting pictures of yourself at 20 years old. Middl …",Film
"775. Thousands of UK pubs will go under without bailout, industry warns","Thousands of pubs will close for good unless they are granted a special bailout, the industry trade body has warned, after the government said pubs wo …",Business
776. MPs expected to approve plans for 'virtual parliament',MPs are expected to approve historic plans for a “virtual parliament” when they return to Westminster on Tuesday but the new system will fall short of …,Politics
"778. UK coronavirus live: 140,000 firms apply for furlough scheme; hospital death toll at 16,509 – as it happened",The medical director for Public Health England defended the PHE guidance last week advising NHS staff to wear aprons in some circumstances instead of …,Politics
779. UK sales of baking goods and alcohol rise while makeup and plants fall,"Sales of baking ingredients, frozen vegetables and alcohol are rising while makeup, garden plants and newspapers have taken a hit as the UK changes it …",Business
780. Over a barrel: how oil prices dropped below zero,Summary: US oil prices turned negative for the first time in history on Monday amid the deepest fall in demand in 25 years. A flood of unwanted oil in the mark …,Business
788. I've never seen ... There Will Be Blood,"Summary: Men try to explain things to essayist Rebecca Solnit, who called it mansplaining. Men try to get me to watch There Will Be Blood with them. You might …",Film
791. The Virgin Suicides at 20: Sofia Coppola's debut continues to haunt,"At the centre of The Virgin Suicides, Sofia Coppola’s dreamy yet devastating adaptation of Jeffrey Eugenides’s acclaimed 1993 novel, is an unsolved my …",Film
803. My favourite film aged 12: The Charge of the Light Brigade,"Nineteen sixty-eight was a banner year in cinema. 2001: A Space Odyssey, Rosemary’s Baby, If..., Night of the Living Dead. I didn’t see any of these. …",Film
805. Campaigners take legal action over £27bn UK road-building scheme,"Summary: Campaigners have launched a legal challenge to try to prevent billions of pounds of taxpayers’ money being spent on a huge road-building programme, wh …",Politics
807. Right to rent rule 'justified' finds UK appeal court,"The government has won an appeal over its controversial right to rent scheme, which was last year ruled by the high court to be racially discriminator …",Politics
"808. Physical distancing will end era of cheap air travel, industry warns","The days of cheap air travel will be over if airlines are forced to introduce physical distancing measures on planes because of the Covid-19 pandemic, …",Business
809. Scientists join calls for UK public to wear homemade face masks outdoors,"The public should wear homemade masks when they venture outdoors to help reduce the spread of coronavirus, according to scientists who claim Britain’s …",Politics
810. John Lewis and Primark furlough tens of thousands of staff,"Two of the biggest names on the British high street have spelled out the damage being done by the coronavirus lockdown, putting tens of thousands of s …",Business
812. Virtual House of Lords sittings will not be broadcast live,Summary: Virtual hearings of the House of Lords will not be televised after the upper house of parliament decided to use a Microsoft video-conferencing program …,Politics
813. Virgin Australia chief's revival plan faces intense turbulence,Virgin Australia chief executive Paul Scurrah might sound confident when he says he has a plan to bring the airline back to life after the coronavirus …,Business
814. China doles out vouchers to encourage shoppers to spend again,Summary: China is giving away billions of yuan in shopping vouchers and offering other financial sweeteners to coax shellshocked consumers to start spending ag …,Business
815. Boris Johnson speaks to Donald Trump from Chequers,"Summary: Boris Johnson has spoken to Donald Trump and will have a telephone audience with the Queen this week, even though No 10 continues to insist he is not …",Politics
819. Boots and Matalan among firms targeted over unpaid rents,"Commercial property landlords are starting to tighten the screw on retailers including Boots and Matalan for failing to pay overdue rent, in some case …",Business
820. UK coronavirus live: Hancock says human vaccine trials start this week as death toll rises by 823 - as it happened,Summary: That’s it from the UK coronavirus liveblog today. Please do follow the 24-hour global coronavirus liveblog for further updates - we’ll be back with yo …,Politics
